species,words
Pinus resinosa, Some red color may be seen in the fissures of the bark
Pinus resinosa," The species is self pruning; there tend not to be dead branches on the trees, and older trees may have very long lengths of branchless trunk below the canopy"
Pinus resinosa,"
The leaves are needle-like, dark yellow-green, in fascicles of two, 12–18 cm (4 3⁄4–7 in) long, and brittle"
Pinus resinosa," The leaves snap cleanly when bent; this character, stated as diagnostic for red pine in some texts, is however shared by several other pine species"
Pinus resinosa," The cones are symmetrical ovoid, 4–6 cm (1 1⁄2–2 1⁄4 in) long by  2"
Pinus resinosa,"5 cm (1 in) broad, and purple before maturity, ripening to nut-blue and opening to 4–5 cm (1 1⁄2–2 in) broad, the scales without a prickle and almost stalkless"
Pinus resinosa,"Red pine is notable for its very constant morphology and low genetic variation throughout its range, suggesting it has been through a near extinction in its recent evolutionary history"
Pinus resinosa," A genetic study of nuclear microsatellite  polymorphisms  among  populations distributed throughout its natural range found that red pine  populations  from  Newfoundland  are  genetically  distinct from most mainland populations, consistent with dispersal from different glacial refugia in this highly self-pollinating species"
Pinus resinosa,"

		
		
		
		


== Ecology ==
It is intolerant of shade, but does well in windy sites; it grows best in well-drained soil"
Pinus resinosa," It is a long-lived tree, reaching a maximum age of about 500 years"
Pinus resinosa," The wood is commercially valuable in forestry for timber and paper pulp, and the tree is also used for landscaping"
Pinus resinosa,"


== References ==


== External links ==
 Media related to Pinus resinosa at Wikimedia Commons

Interactive Distribution Map of Red Pine"
Pinus sylvestris,"Scots pine (Pinus sylvestris) is a species of pine that is native to Eurasia, ranging from Western Europe to Eastern Siberia, south to the Caucasus Mountains and Anatolia, and north to well inside the Arctic Circle in Fennoscandia"
Pinus sylvestris," In the north of its range, it occurs from sea level to 1,000 m (3,300 ft), while in the south of its range it is a mountain tree, growing at 1,200–2,600 m (3,900–8,500 ft) altitude"
Pinus sylvestris," It is readily identified by its combination of fairly short, blue-green leaves and orange-red bark"
Pinus sylvestris,"The species is mainly found on poorer, sandy soils, rocky outcrops, peat bogs or close to the forest limit"
Pinus sylvestris," On fertile sites, Scots pine is out-competed by other, usually spruce or broad-leaved tree species"
Pinus sylvestris,It is the national tree of Scotland
Pinus sylvestris,"


== Names ==
Other names sometimes used include Riga pine, Baltic pine, Norway pine, and Mongolian pine for var"
Pinus sylvestris, mongolica
Pinus sylvestris," ""Scotch pine"" is another variant of the common name, used mostly in North America"
Pinus sylvestris,"In the past (before the 18th century), this species was more often known as ""Scots fir"" or ""Scotch fir"""
Pinus sylvestris,"
The timber from it is also called red deal or yellow deal, the name ""deal"" being adopted from the dimensional format term for a plank"
Pinus sylvestris,"
Another name, although less common, is European redwood"
Pinus sylvestris,"


== Description ==

Pinus sylvestris is an evergreen coniferous tree growing up to 35 m in height and 1 m trunk diameter when mature, exceptionally over 45 metres (148 ft) tall and 1"
Pinus sylvestris,"7 metres (5 ft 7 in) trunk diameter on very productive sites, the tallest on record being a more than 210-year-old tree growing in Estonia which stands at 46"
Pinus sylvestris,6 m (152 ft 11 in)
Pinus sylvestris,"The bark is thick, scaly dark grey-brown on the lower trunk, and thin, flaky and orange on the upper trunk and branches"
Pinus sylvestris," The habit of the mature tree is distinctive due to its long, bare and straight trunk topped by a rounded or flat-topped mass of foliage"
Pinus sylvestris," The lifespan is normally 150–300 years, with the oldest recorded specimens in Lapland, Northern Finland over 760 years"
Pinus sylvestris,"The shoots are light brown, with a spirally arranged scale-like pattern"
Pinus sylvestris," On mature trees the leaves ('needles') are a glaucous blue-green, often darker green to dark yellow-green in winter, 2"
Pinus sylvestris,"5–5 cm (1–2 in) long and 1–2 mm (1⁄32–3⁄32 in) broad, produced in fascicles of two with a persistent grey 5–10 mm (1⁄4–3⁄8 in) basal sheath"
Pinus sylvestris," On vigorous young trees the leaves can be twice as long, and occasionally occur in fascicles of three or four on the tips of strong shoots"
Pinus sylvestris," Leaf persistence varies from two to four years in warmer climates, and up to nine years in subarctic regions"
Pinus sylvestris," Seedlings up to one year old bear juvenile leaves; these are single (not in pairs), 2–3 cm (3⁄4–1 1⁄4 in) long, flattened, with a serrated margin"
Pinus sylvestris,"

The seed cones are red at pollination, then pale brown, globose and 4–8 mm (5⁄32–5⁄16 in) diameter in their first year, expanding to full size in their second year, pointed ovoid-conic, green, then grey-green to yellow-brown at maturity, 3–7"
Pinus sylvestris,5 cm (1 1⁄8–3 in) long
Pinus sylvestris," The cone scales have a flat to pyramidal apophysis (the external part of the cone scale), with a small prickle on the umbo (central boss or protuberance)"
Pinus sylvestris," The seeds are blackish, 3–5 mm (1⁄8–3⁄16 in) in length with a pale brown 12–20 mm (15⁄32–25⁄32 in) wing and are released when the cones open in spring 22–24 months after pollination"
Pinus sylvestris," The pollen cones are yellow, occasionally pink, 8–12 mm (5⁄16–15⁄32 in) long; pollen release is in mid to late spring"
Pinus sylvestris,"


=== Taxonomy ===

Over 100 Pinus sylvestris varieties have been described in the botanical literature, but only three or four are now accepted"
Pinus sylvestris,"  They differ only minimally in morphology, but with more pronounced differences in genetic analysis and resin composition"
Pinus sylvestris," Populations in westernmost Scotland are genetically distinct from those in the rest of Scotland and northern Europe, but not sufficiently to have been distinguished as a separate botanical variety"
Pinus sylvestris, Trees in the far north of the range were formerly sometimes treated as var
Pinus sylvestris," lapponica, but the differences are clinal and it is not genetically distinct"
Pinus sylvestris,"
Pinus sylvestris var"
Pinus sylvestris, sylvestris
Pinus sylvestris," The bulk of the range, from Scotland and Spain to central Siberia"
Pinus sylvestris, Described above
Pinus sylvestris,"
Pinus sylvestris var"
Pinus sylvestris, hamata Steven
Pinus sylvestris," The Balkans, northern Turkey, Crimea, and the Caucasus"
Pinus sylvestris," Foliage more consistently glaucous all year, not becoming duller in winter; cones more frequently with a pyramidal apophysis"
Pinus sylvestris,"
Pinus sylvestris var"
Pinus sylvestris, mongolica Litv
Pinus sylvestris, Mongolia and adjoining parts of southern Siberia and northwestern China
Pinus sylvestris," Foliage duller green, shoots grey-green; leaves occasionally up to 12 cm long"
Pinus sylvestris,"
Pinus sylvestris var"
Pinus sylvestris, nevadensis D
Pinus sylvestris,H
Pinus sylvestris,Christ
Pinus sylvestris, The Sierra Nevada in southern Spain and possibly other Spanish populations (not considered distinct from var
Pinus sylvestris, sylvestris by all authors) Kalenicz
Pinus sylvestris, Ex Kom
Pinus sylvestris," Cones often with thicker scales, but doubtfully distinguishable on morphology"
Pinus sylvestris,"
Pinus sylvestris var"
Pinus sylvestris, cretacea Kalenicz
Pinus sylvestris, ex Kom
Pinus sylvestris, From border regions between Russia and Ukraine
Pinus sylvestris,"


== Distribution ==
Scots pine is the only pine native to northern Europe, forming either pure forests or mixed with Norway spruce, common juniper, silver birch, European rowan, Eurasian aspen and other hardwood species"
Pinus sylvestris," In central and southern Europe, it occurs with numerous additional species, including European black pine, mountain pine, Macedonian pine, and Swiss pine"
Pinus sylvestris," In the eastern part of its range, it occurs with Siberian pine, among others"
Pinus sylvestris,"


=== British Isles ===

The tree spread across the British Isles after the Last Glacial Maximum"
Pinus sylvestris," Pollen records show that pine was present locally in southern England by 9,000 years ago having entered from northeast France and that it had spread as far north as the Lake District and North Pennines 500 years later"
